job,currency
Secondary school teacher,LAK
Film/video editor,PLN
Community education officer,LKR
"Therapist, horticultural",KYD
Animator,BBD
Web designer,SVC
"Horticulturist, commercial",HUF
Trade mark attorney,DKK
Sports development officer,UGX
"Surveyor, building",VUV
"Surveyor, insurance",MOP
Emergency planning/management officer,LBP
Newspaper journalist,LKR
Regulatory affairs officer,NZD
"Psychologist, prison and probation services",AMD
Tourism officer,MKD
Landscape architect,NZD
"Producer, radio",JOD
Computer games developer,STD
Quantity surveyor,AOA
Art gallery manager,GBP
Further education lecturer,UAH
Senior tax professional/tax inspector,LBP
"Designer, industrial/product",TTD
"Engineer, chemical",BMD
Magazine journalist,TMT
Youth worker,SAR
Restaurant manager,AFN
"Programme researcher, broadcasting/film/video",HKD
Ecologist,GNF
Curator,MKD
Customer service manager,KPW
"Administrator, sports",STD
Administrator,TOP
Equities trader,AED
Theme park manager,TJS
Psychiatrist,BZD
Marketing executive,VUV
Telecommunications researcher,PKR
Paramedic,INR
Fast food restaurant manager,TJS
Amenity horticulturist,MUR
Best boy,MUR
"Psychologist, clinical",NZD
Tax adviser,XDR
Pathologist,DOP
Ranger/warden,IDR
Sports administrator,ALL
"Surveyor, land/geomatics",TRY
International aid/development worker,BBD
Information systems manager,CRC
Outdoor activities/education manager,EUR
Air cabin crew,JEP
General practice doctor,RON
"Editor, magazine features",VUV
"Scientist, research (maths)",BHD
Engineering geologist,VND
Sports development officer,ZAR
Counsellor,CHF
"Teacher, early years/pre",MUR
Emergency planning/management officer,GHS
"Conservation officer, historic buildings",BIF
"Scientist, clinical (histocompatibility and immunogenetics)",GBP
Seismic interpreter,KYD
Clinical embryologist,BAM
Podiatrist,ISK
Insurance underwriter,AWG
Counsellor,MZN
Furniture designer,MKD
Electrical engineer,MKD
Insurance underwriter,CUC
Soil scientist,BND
Architect,SPL
"Sound technician, broadcasting/film/video",AED
"Accountant, chartered public finance",THB
Applications developer,SRD
Tax inspector,UAH
Contracting civil engineer,KMF
Bonds trader,CNY
Systems analyst,ETB
Nutritional therapist,GBP
Diplomatic Services operational officer,AUD
Microbiologist,CRC
Energy manager,LAK
"Engineer, maintenance",KWD
Applications developer,ISK
Chiropodist,CVE
Legal secretary,HNL
"Loss adjuster, chartered",BWP
Chartered management accountant,KHR
Aeronautical engineer,MWK
Marine scientist,XCD
Radiation protection practitioner,CNY
"Scientist, forensic",AED
Fashion designer,IRR
"Runner, broadcasting/film/video",AMD
"Engineer, drilling",TZS
"Psychologist, occupational",RWF
Textile designer,IDR
"Geologist, engineering",NAD
Primary school teacher,GHS
Exercise physiologist,GTQ
Prison officer,BGN
"Therapist, art",AZN
Dramatherapist,NZD
Lawyer,HRK
Chartered public finance accountant,MDL
Private music teacher,RWF
Information systems manager,PAB
"Accountant, chartered public finance",ALL
Actor,KRW
Marine scientist,GEL
Product/process development scientist,MAD
"Geologist, engineering",INR
Medical physicist,DOP
"Librarian, public",PHP
Museum education officer,GTQ
Product/process development scientist,TWD
Fast food restaurant manager,JOD
Theme park manager,BTN
Science writer,VUV
Interior and spatial designer,HKD
Emergency planning/management officer,CUP
Dispensing optician,UGX
"Teacher, special educational needs",UAH
Personal assistant,HKD
Land/geomatics surveyor,LBP
Musician,KPW
Plant breeder/geneticist,BAM
Recruitment consultant,SLL
Waste management officer,RUB
Regulatory affairs officer,NAD
IT trainer,BAM
Chief of Staff,MWK
Chartered public finance accountant,ETB
Commercial art gallery manager,XDR
Audiological scientist,MDL
Radio broadcast assistant,USD
"Designer, furniture",JEP
Planning and development surveyor,MKD
Occupational hygienist,BSD
Teaching laboratory technician,PGK
Environmental education officer,ETB
Site engineer,CHF
Podiatrist,EGP
Interpreter,GNF
Sports coach,TWD
Location manager,UZS
Food technologist,UYU
"Geneticist, molecular",XPF
Art gallery manager,MZN
"Scientist, research (maths)",IMP
Environmental consultant,CAD
"Sales professional, IT",GTQ
Network engineer,NZD
Technical sales engineer,HTG
"Development worker, community",MRO
Drilling engineer,NGN
Geophysicist/field seismologist,AOA
Operations geologist,SHP
"Production assistant, television",CUP
Clothing/textile technologist,CVE
Museum/gallery curator,EGP
"Teacher, primary school",NIO
"Production assistant, television",CAD
"Surveyor, land/geomatics",AFN
"Production assistant, radio",MXN
Lawyer,JEP
"Scientist, biomedical",LAK
"Surveyor, mining",AOA
"Surveyor, commercial/residential",RSD
Hospital pharmacist,DJF
"Copywriter, advertising",WST
Early years teacher,PKR
Paramedic,SBD
"Therapist, horticultural",MVR
Chief Executive Officer,LYD
Health visitor,WST
Recruitment consultant,ZAR
"Surveyor, building",DZD
Television camera operator,GIP
Manufacturing engineer,TWD
"Therapist, horticultural",LKR
"Education officer, museum",ANG
Maintenance engineer,QAR
"Scientist, clinical (histocompatibility and immunogenetics)",MUR
"Surveyor, insurance",ZAR
Podiatrist,KYD
Accommodation manager,NIO
"Journalist, newspaper",PYG
"Designer, television/film set",CRC
Water quality scientist,ALL
Marketing executive,LBP
"Lecturer, higher education",COP
Oncologist,ZMW
Social worker,AWG
"Pharmacist, hospital",SOS
International aid/development worker,IRR
Accounting technician,AWG
Financial risk analyst,KRW
"Librarian, public",PHP
Ergonomist,BSD
Financial trader,CUC
Computer games developer,BYR
"Psychotherapist, child",CAD
"Conservation officer, nature",TMT
"Designer, television/film set",EGP
"Education officer, museum",PKR
Ecologist,JMD
Patent examiner,IMP
Graphic designer,HUF
Paramedic,SAR
"Education officer, museum",OMR
Chief Technology Officer,USD
Building surveyor,OMR
Product/process development scientist,TOP
Publishing rights manager,GHS
"Surveyor, mining",ISK
"Scientist, product/process development",CZK
Veterinary surgeon,TZS
Site engineer,RWF
Fine artist,DKK
Chartered accountant,PEN
Race relations officer,BND
Comptroller,KMF
"Investment banker, corporate",SYP
Warehouse manager,SHP
"Engineer, civil (consulting)",BHD
Adult guidance worker,HTG
"Education officer, museum",BRL
Drilling engineer,NAD
TEFL teacher,ZMW
Broadcast presenter,AWG
Charity fundraiser,NIO
Product/process development scientist,TND
Tour manager,MDL
Video editor,QAR
Airline pilot,CRC
Product/process development scientist,PYG
Software engineer,ISK
Conference centre manager,BGN
Museum/gallery curator,LTL
Energy manager,PAB
"Sound technician, broadcasting/film/video",LSL
Corporate investment banker,MRO
Environmental manager,CVE
"Biochemist, clinical",PEN
Technical author,LKR
Fisheries officer,BIF
"Chemist, analytical",LKR
"Engineer, technical sales",INR
"Research officer, political party",NPR
Veterinary surgeon,AED
Sports coach,MZN
Manufacturing systems engineer,BIF
Health and safety adviser,DZD
Health promotion specialist,ERN
Chiropodist,CRC
Land,LAK
"Accountant, chartered certified",RUB
Homeopath,MWK
Chief Technology Officer,GTQ
Academic librarian,ETB
Gaffer,FJD
Systems developer,MVR
Manufacturing engineer,PAB
Site engineer,QAR
Horticultural therapist,JMD
Occupational hygienist,PKR
Agricultural consultant,VEF
Volunteer coordinator,SRD
"Surveyor, quantity",VEF
Diplomatic Services operational officer,MYR
"Administrator, Civil Service",BGN
Arts development officer,AED
"Lecturer, further education",KHR
Garment/textile technologist,HNL
Plant breeder/geneticist,IRR
Dietitian,FKP
Animal technologist,TTD
Health and safety adviser,TOP
IT trainer,GEL
Purchasing manager,BOB
Plant breeder/geneticist,BHD
Manufacturing systems engineer,BRL
"Therapist, music",QAR
Secretary/administrator,GBP
Occupational psychologist,FJD
"Radiographer, therapeutic",IRR
Sub,ZAR
Product/process development scientist,IQD
Trade union research officer,MVR
"Surveyor, quantity",MXN
Radio broadcast assistant,BOB
Dietitian,NAD
Retail banker,BMD
Financial controller,PEN
Warden/ranger,MYR
Educational psychologist,AZN
Clinical biochemist,OMR
Technical brewer,MGA
"Research officer, trade union",LRD
"Scientist, product/process development",NGN
Data scientist,CRC
Tour manager,BTN
Systems developer,SRD
Optometrist,MWK
Animator,ZWD
"Pharmacist, hospital",QAR
Furniture conservator/restorer,KHR
Naval architect,WST
Research scientist (life sciences),BTN
Purchasing manager,MZN
"Therapist, music",IRR
Insurance account manager,CDF
Press photographer,EGP
Copy,STD
"Engineer, electrical",IRR
"Designer, exhibition/display",SPL
Agricultural engineer,RSD
Chartered public finance accountant,MMK
Retail banker,TMT
Environmental manager,BAM
Comptroller,OMR
Economist,TWD
Bookseller,SEK
"Designer, industrial/product",DJF
Mental health nurse,ILS
"Engineer, manufacturing",CUC
Haematologist,HRK
Industrial buyer,ZAR
Armed forces training and education officer,LAK
Air cabin crew,KRW
Production engineer,VEF
Dentist,SYP
"Scientist, research (physical sciences)",YER
Radiation protection practitioner,SPL
Therapeutic radiographer,GMD
"Surveyor, mining",MGA
Exercise physiologist,TRY
Biomedical engineer,MAD
"Engineer, land",JPY
Hydrologist,GMD
Politician's assistant,IRR
Theme park manager,SPL
"Scientist, physiological",LSL
Public affairs consultant,FKP
Plant breeder/geneticist,NZD
"Engineer, electronics",DZD
IT technical support officer,SCR
Housing manager/officer,ETB
"Sales professional, IT",SRD
"Psychologist, occupational",MVR
Air broker,SVC
Medical technical officer,GYD
Communications engineer,NAD
Counselling psychologist,TTD
Applications developer,PEN
"Chemist, analytical",BAM
"Psychotherapist, dance movement",MZN
Sales executive,LKR
Brewing technologist,IDR
"Development worker, international aid",STD
"Programmer, applications",CVE
"Administrator, charities/voluntary organisations",HRK
Fine artist,BAM
Chemical engineer,BRL
Recycling officer,MXN
Film/video editor,CAD
Arboriculturist,PGK
"Accountant, chartered",MDL
"Conservator, museum/gallery",UAH
"Scientist, forensic",KWD
Building surveyor,HUF
Landscape architect,KMF
Warden/ranger,MKD
Jewellery designer,NPR
"Editor, magazine features",JMD
"Psychologist, prison and probation services",VUV
Optometrist,ETB
Land,SDG
"Designer, interior/spatial",VUV
Lawyer,GIP
Forensic scientist,BYR
"Administrator, arts",UZS
Systems developer,ISK
Special educational needs teacher,MVR
Homeopath,TWD
"Engineer, materials",PKR
"Designer, industrial/product",KPW
Planning and development surveyor,KMF
Town planner,UGX
Insurance claims handler,LRD
"Engineer, agricultural",XDR
"Sound technician, broadcasting/film/video",VUV
Graphic designer,VUV
Academic librarian,KES
Bookseller,PAB
Haematologist,DJF
Chartered management accountant,LBP
Facilities manager,RSD
Higher education careers adviser,TOP
Information officer,FJD
Food technologist,BMD
Analytical chemist,XAF
Stage manager,NIO
Video editor,SVC
Press photographer,SHP
Social researcher,CUC
Actor,IMP
Media planner,FJD
"Librarian, public",SYP
"Producer, television/film/video",SVC
Public librarian,ETB
Tourism officer,JEP
Applications developer,KYD
Counselling psychologist,TVD
Chief Executive Officer,TZS
Early years teacher,PYG
Training and development officer,RON
Volunteer coordinator,ISK
Hydrologist,KES
"Surveyor, hydrographic",SAR
Hydrologist,XAF
"Nurse, children's",HTG
Building control surveyor,KMF
Insurance claims handler,BAM
"Pharmacist, hospital",COP
"Pilot, airline",AWG
Training and development officer,CVE
Armed forces training and education officer,JMD
"Engineer, mining",DZD
Clothing/textile technologist,KPW
Production manager,LRD
"Engineer, land",HUF
Chartered loss adjuster,BGN
Press photographer,BAM
Dealer,MRO
Media buyer,AWG
Artist,CUP
"Geologist, wellsite",RUB
Television floor manager,ISK
Patent examiner,CLP
Environmental health practitioner,DKK
Hospital doctor,HTG
Graphic designer,MGA
Tourism officer,MXN
Transport planner,ETB
Bookseller,BND
"Designer, graphic",NOK
IT technical support officer,PEN
Patent examiner,GYD
Research scientist (life sciences),CHF
"Sound technician, broadcasting/film/video",CRC
Analytical chemist,KWD
Race relations officer,AED
Agricultural consultant,DZD
"Engineer, communications",SDG
Theme park manager,BGN
Immigration officer,XCD
Waste management officer,MNT
Cabin crew,AED
"Engineer, biomedical",AMD
Lawyer,CLP
Microbiologist,LRD
Financial adviser,SAR
Child psychotherapist,MRO
"Solicitor, Scotland",OMR
Furniture conservator/restorer,RON
Print production planner,DOP
Actuary,TRY
"Designer, blown glass/stained glass",NZD
Hydrologist,QAR
Technical author,CDF
Primary school teacher,ZAR
Social worker,PHP
Corporate investment banker,USD
Holiday representative,GIP
"Biochemist, clinical",GEL
Chief Executive Officer,HTG
Astronomer,JOD
Scientific laboratory technician,ERN
Structural engineer,IDR
"Engineer, civil (consulting)",GMD
Bonds trader,FKP
"Journalist, magazine",SCR
"Conservator, museum/gallery",QAR
Chief Executive Officer,GMD
Human resources officer,DZD
Control and instrumentation engineer,RSD
Land/geomatics surveyor,LRD
Gaffer,STD
"Scientist, research (maths)",XDR
Museum/gallery curator,SPL
"Engineer, mining",TTD
"Engineer, drilling",GEL
"Merchandiser, retail",SLL
Restaurant manager,JMD
Financial manager,SLL
Fashion designer,IQD
Physiotherapist,SZL
"Engineer, production",GEL
IT technical support officer,ARS
Lexicographer,MZN
Air traffic controller,ISK
Theatre director,WST
Senior tax professional/tax inspector,MYR
Commercial horticulturist,AMD
Logistics and distribution manager,ISK
Ecologist,IDR
Advertising art director,KZT
"Surveyor, commercial/residential",SVC
Textile designer,RSD
"Biochemist, clinical",OMR
Learning mentor,LRD
Armed forces operational officer,JEP
"Surveyor, commercial/residential",NZD
Chartered accountant,HUF
Academic librarian,XPF
Translator,JOD
"Engineer, building services",DZD
"Teacher, English as a foreign language",IDR
Mental health nurse,MKD
Learning mentor,UZS
Ophthalmologist,MDL
Glass blower/designer,SZL
Chiropractor,BDT
Technical brewer,SVC
"Surveyor, insurance",BZD
"Engineer, energy",VEF
Graphic designer,CNY
"Scientist, water quality",GGP
Recycling officer,QAR
"Psychologist, educational",AMD
"Therapist, nutritional",GEL
Sports development officer,WST
Museum/gallery exhibitions officer,SZL
"Journalist, magazine",KGS
"Conservation officer, historic buildings",ERN
Pathologist,GBP
Location manager,IDR
Financial manager,DZD
"Therapist, drama",AWG
Comptroller,DKK
"Administrator, education",LSL
Chartered certified accountant,MMK
"Psychologist, prison and probation services",EGP
"Engineer, broadcasting (operations)",MWK
"Designer, textile",OMR
Sub,XAF
Historic buildings inspector/conservation officer,IRR
Archaeologist,TWD
Financial adviser,CZK
Multimedia specialist,KGS
Special effects artist,BBD
Insurance underwriter,KES
"Research officer, political party",RSD
Consulting civil engineer,KYD
Trade union research officer,EUR
"Engineer, civil (consulting)",AZN
Lawyer,CAD
Operational researcher,JMD
Materials engineer,GIP
Media planner,ZMW
Office manager,SCR
Quantity surveyor,AFN
Hospital doctor,PHP
"Geologist, engineering",NIO
Analytical chemist,LBP
"Geneticist, molecular",MOP
Media buyer,BGN
"Psychologist, prison and probation services",FKP
Passenger transport manager,PKR
"Research officer, political party",JEP
"Buyer, industrial",NAD
"Designer, fashion/clothing",GNF
Colour technologist,SOS
Acupuncturist,TWD
"Engineer, maintenance",TOP
